Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg),condition,suitable,meal_type,food_group,diet_preference,portion_basis
Grapes raita (Angoor ka raita),72.59,9.66,3.98,2.07,8.51,0.71,135.64,134.52,0.26,10.55,22.88,Endurance,0,snack,cereal,veg,per_100g
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,10.0,2.7,3.86,9.63,0.55,19.62,94.18,0.23,6.2,35.87,Endurance,0,lunch,cereal,veg,per_100g
Pumpkin kheer (Kaddu ki kheer),86.35,10.44,2.76,3.86,10.12,0.63,20.99,95.61,0.24,8.06,26.95,Endurance,0,lunch,cereal,veg,per_100g
Apple kheer (Seb ki kheer),81.3,11.34,2.14,3.18,10.71,0.51,15.86,75.67,0.18,5.82,16.4,Endurance,0,lunch,fruit,veg,per_100g
Caramel custard (baked),122.7,14.95,5.11,5.01,14.92,0.0,44.78,90.59,0.53,3.02,35.21,Endurance,0,snack,cereal,veg,per_100g
Vanilla ice cream without egg,228.67,14.21,2.69,18.15,13.45,0.0,23.97,81.27,0.1,2.13,9.67,Endurance,0,lunch,fat,egg,per_100g
Vanilla ice cream with egg,214.85,11.71,4.16,17.02,11.69,0.0,37.72,77.42,0.34,2.13,21.98,Endurance,0,lunch,fat,egg,per_100g
Strawberry ice cream,215.61,12.26,4.15,16.96,11.6,0.0,37.62,77.08,0.34,2.13,22.0,Endurance,0,lunch,fat,veg,per_100g
Chocochip ice cream,241.45,16.75,4.23,17.93,16.08,0.0,34.84,73.22,0.51,2.13,24.1,Endurance,0,lunch,fat,veg,per_100g
Choconut ice cream,273.96,23.13,5.04,18.49,21.02,0.51,29.83,67.38,0.89,2.17,29.32,Endurance,0,lunch,cereal,veg,per_100g
Pear chocholate sunday,183.49,15.02,2.08,13.11,14.41,0.07,16.26,56.67,0.24,3.34,12.72,Endurance,0,lunch,cereal,veg,per_100g
Chocolate sauce,263.2,43.21,1.91,10.39,42.06,0.0,2.8,18.8,1.13,0.0,0.63,Endurance,1,lunch,cereal,veg,per_100g
Coffee ice cream,150.62,14.09,3.15,9.43,13.35,0.0,42.09,95.72,0.15,2.16,7.18,Endurance,0,beverage,beverage,veg,per_100g
Coffee pear alaska,203.99,19.36,2.88,13.22,16.88,0.15,51.11,60.61,0.22,3.48,13.85,Endurance,0,beverage,beverage,veg,per_100g
Crunchy butterscotch,277.32,19.92,3.11,20.99,17.73,0.47,22.24,72.26,0.26,2.13,18.72,Endurance,0,lunch,dairy,veg,per_100g
Peach melba ice cream,200.85,16.31,2.06,14.51,13.35,0.06,17.92,60.55,0.11,2.99,11.79,Endurance,0,lunch,cereal,veg,per_100g
Vanilla ice cream with apples in hot cherry sauce,196.32,22.75,1.73,11.45,14.19,0.26,31.54,56.34,0.16,4.23,10.77,Endurance,0,lunch,fruit,veg,per_100g
Grape and orange whip,57.39,6.72,1.41,2.62,5.66,0.97,14.36,17.4,0.53,34.86,16.85,Endurance,0,lunch,fruit,veg,per_100g
Honey banana cream,125.49,13.64,2.78,6.68,10.51,0.7,15.65,43.52,0.23,16.68,28.45,Endurance,0,lunch,fruit,veg,per_100g
Raspberry bavarian cream,150.1,17.82,3.34,7.88,15.3,2.19,24.59,26.4,0.31,21.41,20.79,Endurance,0,snack,cereal,veg,per_100g
Fruit delight,107.09,9.11,2.09,7.09,9.03,0.09,17.27,71.69,0.15,7.74,19.39,Endurance,0,lunch,fruit,veg,per_100g
Creamy chocolate mousse,230.52,9.53,6.85,18.16,8.99,0.0,48.64,45.25,0.96,0.75,33.07,Endurance,0,lunch,fat,veg,per_100g
Cold lemon souffle,169.87,15.62,5.89,9.78,13.88,0.0,46.35,55.03,0.53,8.65,31.24,Endurance,0,snack,cereal,veg,per_100g
Cold orange souffle,173.19,16.27,5.94,9.82,14.42,0.11,46.53,55.45,0.57,10.08,33.8,Endurance,0,snack,fruit,veg,per_100g
Cold pineapple souffle,181.22,16.85,6.23,10.39,14.99,0.0,49.38,57.13,0.54,1.88,30.3,Endurance,0,snack,fruit,veg,per_100g
Cold vanilla souffle,179.54,16.29,6.22,10.32,14.49,0.0,49.09,62.47,0.52,1.3,30.71,Endurance,0,snack,cereal,veg,per_100g
Cold chocolate souffle,187.53,17.22,6.37,10.86,15.31,0.0,47.77,62.91,0.68,1.3,32.45,Endurance,0,snack,cereal,veg,per_100g
Stewed fruit (with pear),74.32,18.22,0.25,0.32,17.67,2.84,1.7,5.94,0.21,2.48,4.33,Endurance,0,lunch,fruit,veg,per_100g
Apricot fool,240.79,33.64,1.54,11.35,21.29,1.0,8.28,26.37,0.73,1.47,11.46,Endurance,1,lunch,cereal,veg,per_100g
Pavlova,200.6,21.84,1.84,12.29,20.37,0.06,26.34,23.0,0.25,23.78,19.18,Endurance,0,lunch,cereal,veg,per_100g
Apple crumb pudding,220.85,35.17,1.54,8.87,27.69,1.33,59.36,38.49,1.05,3.6,7.86,Endurance,1,lunch,fruit,veg,per_100g
Steamed cake with chocolate sauce,301.91,29.06,4.49,19.01,19.72,0.29,100.32,67.76,0.85,1.81,25.81,Endurance,0,beverage,beverage,veg,per_100g
Hot lemon souffle,155.25,16.31,5.29,7.93,12.07,0.14,47.75,48.77,0.55,12.93,20.7,Endurance,0,snack,cereal,veg,per_100g
Gulab jamun with milk powder,471.15,28.24,0.85,40.15,27.04,0.05,67.28,26.13,0.13,0.41,4.56,Endurance,0,dinner,dairy,veg,per_100g
Chum chum,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69,10.2,Endurance,0,lunch,cereal,veg,per_100g
Dil bahar,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69,10.2,Endurance,0,lunch,cereal,veg,per_100g
Rasbhari,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69,10.2,Endurance,0,lunch,cereal,veg,per_100g
Rajbogh,133.7,28.16,1.71,2.28,27.66,0.11,16.57,63.23,0.17,2.69,12.02,Endurance,0,lunch,cereal,veg,per_100g
Rasgulla,118.64,25.79,1.38,1.75,25.4,0.01,15.19,57.09,0.12,2.69,10.2,Endurance,0,lunch,cereal,veg,per_100g
Rasmalai,135.55,29.17,1.61,2.11,28.71,0.07,16.46,62.31,0.15,2.69,11.29,Endurance,0,lunch,cereal,veg,per_100g
Khoa coconut burfi,411.45,36.55,9.98,26.01,35.6,4.07,31.14,309.84,2.1,0.0,26.6,Endurance,1,dinner,cereal,veg,per_100g
Danedar burfi,102.68,12.33,3.24,4.72,11.98,0.09,23.31,107.53,0.24,3.36,9.75,Endurance,0,snack,cereal,veg,per_100g
Semolina burfi (Suji/Rava burfi),348.67,47.1,3.47,16.86,28.67,2.8,8.33,14.86,1.01,0.0,3.21,Endurance,1,dinner,cereal,veg,per_100g
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,17.02,1.75,12.66,16.11,4.29,8.95,21.76,0.79,3.02,11.48,Endurance,0,lunch,cereal,veg,per_100g
Khoa ladoo,396.02,34.43,12.21,24.09,33.37,3.08,31.71,358.61,2.25,0.02,27.31,Endurance,1,dinner,cereal,veg,per_100g
Wheat and gram flour ladoo (Atta besan ladoo),501.7,50.5,9.38,29.86,18.46,6.01,27.06,35.27,2.39,0.0,14.55,Endurance,1,dinner,cereal,veg,per_100g
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,48.02,5.44,25.45,19.79,4.27,3.93,18.04,1.81,0.03,4.01,Endurance,1,dinner,cereal,veg,per_100g
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,50.49,8.5,4.66,36.48,5.54,17.93,150.73,4.8,0.0,23.64,Endurance,1,lunch,cereal,veg,per_100g
Murmura chikki,253.82,59.59,2.12,0.32,48.27,0.37,15.03,63.3,3.3,0.0,2.16,Endurance,1,lunch,cereal,veg,per_100g
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,6.48,2.05,57.61,1.58,1.44,99.22,11.06,0.42,1.18,14.65,Endurance,0,dinner,fat,veg,per_100g
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,5.55,2.22,71.01,0.27,1.34,120.9,8.58,0.47,3.84,12.67,Endurance,0,dinner,fat,veg,per_100g
Chicken pakora/pakoda,590.09,4.55,6.03,60.98,0.22,0.96,103.23,9.08,0.51,0.14,11.46,Endurance,0,dinner,fat,non_veg,per_100g
Fish pakora/pakoda,577.03,4.55,5.97,59.52,0.22,0.96,112.24,12.65,0.63,0.14,11.02,Endurance,0,dinner,fat,non_veg,per_100g
Paneer cutlet,672.2,7.62,4.59,69.38,2.52,0.39,91.45,107.86,0.48,1.81,38.34,Endurance,0,dinner,fat,veg,per_100g
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,11.23,0.56,56.97,0.1,0.54,48.17,5.43,0.38,13.39,9.09,Endurance,0,dinner,fat,veg,per_100g
Poshtik cutlet,496.45,7.39,2.0,50.94,0.32,1.35,57.11,14.94,0.69,16.42,43.66,Endurance,0,dinner,fat,veg,per_100g
Egg cutlet (Anda cutlet),575.02,5.77,2.45,60.25,0.2,0.58,79.4,16.22,0.56,11.07,22.05,Endurance,0,dinner,fat,egg,per_100g
Minced meat cutlet,531.86,5.61,5.1,54.47,0.31,0.4,95.81,20.82,0.63,1.81,8.86,Endurance,0,dinner,fat,non_veg,per_100g
Vegetable samosa,443.11,13.22,2.21,42.22,0.74,1.52,107.7,10.37,0.6,10.06,12.39,Endurance,0,dinner,vegetable,veg,per_100g
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,9.7,4.39,76.32,0.16,2.27,65.87,10.6,0.96,0.0,13.31,Endurance,0,dinner,fat,veg,per_100g
Masala urad dal vada,703.78,9.93,4.32,71.62,0.7,2.71,61.49,11.87,1.0,2.05,15.89,Endurance,0,dinner,fat,veg,per_100g
Khaman (dhokla),54.73,5.36,1.92,2.8,1.36,1.49,124.1,5.31,0.58,2.6,19.33,Endurance,0,lunch,cereal,veg,per_100g
Instant dhokla,207.11,24.11,7.66,9.37,6.86,3.57,763.98,66.58,1.05,2.7,22.87,Endurance,0,lunch,cereal,veg,per_100g
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,9.11,1.05,0.32,6.31,2.14,209.42,23.63,1.08,3.65,2.29,Endurance,0,lunch,cereal,veg,per_100g
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,8.22,1.53,0.36,5.48,2.63,183.98,47.59,2.06,4.07,4.94,Endurance,0,lunch,cereal,veg,per_100g
Coriander chutney (Hare dhaniye ki chutney),42.86,8.16,1.38,0.37,5.5,2.47,186.64,39.8,1.63,4.24,3.57,Endurance,0,lunch,cereal,veg,per_100g
Gooseberry chutney (Amla chutney),43.02,8.83,1.44,0.62,0.06,4.58,215.09,46.4,1.22,4.84,2.23,Endurance,0,lunch,cereal,veg,per_100g
Walnut chutney (Akhrot ki chutney),370.43,8.91,9.44,33.46,4.4,3.04,160.0,119.57,1.77,1.33,4.63,Endurance,0,dinner,fat,veg,per_100g
Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,222.53,15.17,0.7,0.0,0.51,Endurance,0,lunch,cereal,veg,per_100g
Gun powder chutney,312.34,47.65,21.55,2.67,1.16,13.95,195.67,68.87,5.14,0.02,14.27,Endurance,1,dinner,cereal,veg,per_100g
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,36.72,12.88,15.88,10.41,13.16,321.07,73.55,5.44,0.15,10.69,Endurance,1,dinner,cereal,veg,per_100g
Curd mint dip ,76.13,9.11,4.82,2.44,7.83,0.77,222.77,172.79,0.82,3.28,7.82,Endurance,0,snack,dairy,veg,per_100g
Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,132.48,129.58,0.37,4.53,5.78,Endurance,0,snack,vegetable,veg,per_100g
Mayonnaise vegetable dip,241.27,4.8,3.01,23.44,4.39,0.41,119.58,91.42,0.28,4.58,7.03,Endurance,0,lunch,vegetable,veg,per_100g
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,20.51,4.03,6.31,1.79,2.1,222.22,76.75,1.15,7.12,17.26,Endurance,0,snack,cereal,veg,per_100g
Tomato sandwich (grilled),189.92,21.29,6.26,9.39,2.58,1.91,420.6,150.9,0.88,8.91,16.85,Endurance,0,snack,cereal,veg,per_100g
French sandwich (toasted),186.75,14.82,6.82,11.51,1.82,1.37,274.68,100.73,1.24,6.66,29.24,Endurance,0,snack,cereal,veg,per_100g
Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,460.09,95.35,1.32,0.92,16.53,Endurance,0,lunch,cereal,veg,per_100g
Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,453.3,114.99,1.7,1.75,15.62,Endurance,1,lunch,cereal,veg,per_100g
Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,315.4,154.53,1.51,0.21,23.71,Endurance,1,lunch,cereal,veg,per_100g
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,22.62,12.58,16.77,1.77,1.53,287.39,78.45,1.12,0.0,12.99,Endurance,0,lunch,protein,non_veg,per_100g
Rolled sandwich,293.07,34.69,6.45,15.29,2.7,2.07,321.57,117.68,1.23,0.91,5.61,Endurance,1,lunch,cereal,veg,per_100g
Ribbon sandwich,239.26,24.76,6.26,13.37,4.66,2.92,382.11,157.85,1.05,4.55,10.44,Endurance,0,lunch,cereal,veg,per_100g
Checker board sandwich,348.37,25.94,7.37,24.65,2.9,2.22,358.25,188.02,1.11,0.05,8.52,Endurance,0,lunch,cereal,veg,per_100g
Submarine sandwich,216.92,13.6,6.09,15.32,2.5,1.24,254.28,72.35,1.23,21.43,36.34,Endurance,0,lunch,cereal,veg,per_100g
Cheese open sandwich,274.07,28.42,9.84,14.24,3.24,1.74,504.41,256.25,1.22,0.6,12.93,Endurance,0,lunch,cereal,veg,per_100g
Sunset and sunrise open sandwich,241.31,18.89,8.58,15.14,1.95,1.39,381.29,114.07,1.28,3.86,26.36,Endurance,0,lunch,cereal,veg,per_100g
Danish luncheon sandwich,193.82,17.77,9.03,10.1,1.13,1.52,365.63,77.13,1.27,2.35,25.88,Endurance,0,snack,cereal,veg,per_100g
Chicken and corn open sandwich,188.16,19.21,8.63,8.83,2.48,1.67,226.72,65.13,0.8,2.12,14.16,Endurance,0,snack,protein,non_veg,per_100g
Chocolate sponge cake,239.86,39.54,9.13,5.51,25.0,0.52,61.47,33.99,1.81,0.0,19.87,Endurance,1,lunch,cereal,veg,per_100g
Chocolate swiss roll,306.08,26.97,6.01,19.76,18.83,0.29,44.53,42.79,1.08,0.19,8.91,Endurance,0,dinner,cereal,veg,per_100g
Lemon curd filling,225.62,26.41,3.43,12.58,26.13,0.0,34.9,16.39,0.6,0.64,3.21,Endurance,0,lunch,dairy,veg,per_100g
Jam filling,184.62,46.15,0.0,0.0,41.54,0.0,0.0,0.0,0.0,0.0,0.0,Endurance,1,lunch,cereal,veg,per_100g
Chocolate pastry,243.37,32.24,7.05,10.12,22.34,0.32,46.54,50.7,1.44,0.25,17.22,Endurance,1,lunch,cereal,veg,per_100g
Assorted pastry,230.74,31.99,6.78,8.91,19.7,0.43,49.99,47.2,0.94,0.25,15.61,Endurance,1,lunch,cereal,veg,per_100g
Orange gateau,178.05,27.01,4.78,6.02,18.33,0.68,80.41,41.69,0.89,10.49,15.12,Endurance,0,beverage,beverage,veg,per_100g
Black forest gateau,217.82,30.57,5.94,8.58,21.97,0.28,79.37,46.79,1.09,143.5,10.98,Endurance,1,beverage,beverage,veg,per_100g
Lemon cake,373.85,43.1,5.29,20.63,25.84,0.62,151.29,32.77,0.91,2.44,9.0,Endurance,1,dinner,cereal,veg,per_100g
Dundee cake,396.62,41.4,7.78,22.7,21.3,1.81,182.74,58.11,1.57,0.07,9.22,Endurance,1,dinner,cereal,veg,per_100g
Victorian sandwich cake,373.09,44.74,5.18,19.83,28.18,0.59,145.28,36.25,0.86,0.08,8.66,Endurance,1,lunch,cereal,veg,per_100g
Chocolate eggless cake,312.01,43.45,6.66,13.19,34.2,0.32,196.61,185.38,0.95,2.67,14.7,Endurance,1,dinner,cereal,egg,per_100g
Orange eggless cake,355.62,52.65,7.16,13.82,37.87,0.56,226.28,205.84,0.52,3.47,13.72,Endurance,1,dinner,fruit,egg,per_100g
Chocolate glace icing,436.29,62.43,3.22,20.8,59.88,0.0,8.66,26.75,2.04,0.0,1.52,Endurance,1,dinner,cereal,veg,per_100g
Butter icing,500.72,71.64,0.19,25.37,71.64,0.0,5.98,12.48,0.14,0.0,0.0,Endurance,1,dinner,dairy,veg,per_100g
Chocolate butter icing,469.59,61.72,3.21,24.77,59.82,0.0,4.99,31.87,1.85,0.0,1.22,Endurance,1,dinner,dairy,veg,per_100g
Almond biscuit (Badam ke biscuit),407.74,52.14,6.25,19.7,22.19,1.5,151.76,44.05,1.11,0.03,2.28,Endurance,1,dinner,cereal,veg,per_100g
Orange biscuit,354.78,62.11,3.63,11.01,42.63,0.75,259.14,20.35,0.77,1.36,5.1,Endurance,1,dinner,fruit,veg,per_100g
Gingerman biscuit,357.43,55.24,6.26,12.73,21.64,2.0,918.57,41.35,1.59,3.65,4.91,Endurance,1,dinner,cereal,veg,per_100g
Coffee drops,443.07,43.06,7.57,27.16,18.27,1.88,88.17,57.09,1.48,0.03,2.72,Endurance,1,beverage,beverage,veg,per_100g
Christmas biscuit,406.07,60.97,5.67,15.88,26.01,2.17,127.36,29.07,1.2,0.0,2.42,Endurance,1,dinner,cereal,veg,per_100g
Christmas wreath biscuit,386.05,58.07,5.43,15.01,24.89,2.28,120.2,29.71,1.21,2.28,2.53,Endurance,1,dinner,cereal,veg,per_100g
Christmas bell biscuit,404.85,60.79,5.66,15.84,25.94,2.33,127.01,32.0,1.22,0.0,2.42,Endurance,1,dinner,cereal,veg,per_100g
Christmas star biscuit,392.03,74.54,3.54,10.04,53.05,1.47,76.09,22.75,0.96,0.01,2.69,Endurance,1,dinner,cereal,veg,per_100g
Christmas tree biscuit,385.63,58.41,5.43,15.0,24.77,2.65,120.45,35.04,1.18,1.61,2.58,Endurance,1,dinner,cereal,veg,per_100g
Chocolate cream shells,427.17,59.26,5.1,19.34,34.72,0.9,126.84,28.53,1.08,0.0,2.42,Endurance,1,dinner,cereal,veg,per_100g
Jelly biscuit,404.61,55.24,4.23,19.33,29.76,2.02,110.57,36.46,1.19,0.03,1.69,Endurance,1,dinner,cereal,veg,per_100g
Cherry and walnut cookies,422.6,59.35,5.63,18.75,30.37,1.3,114.62,46.27,1.31,0.0,2.49,Endurance,1,dinner,cereal,veg,per_100g
Cheese straws,382.0,30.61,9.83,24.28,1.79,1.29,587.42,160.64,1.29,0.0,2.35,Endurance,1,dinner,dairy,veg,per_100g
Butterfly biscuit,341.45,25.33,9.98,22.11,2.44,1.02,572.05,202.49,1.09,0.03,2.63,Endurance,0,dinner,dairy,veg,per_100g
Flan pastry,445.8,47.84,6.72,25.04,6.22,1.58,193.23,21.85,1.15,0.0,7.11,Endurance,1,dinner,cereal,veg,per_100g
Fruit flan,261.35,34.71,3.3,12.48,9.52,0.71,110.04,19.28,0.61,3.3,33.99,Endurance,1,lunch,fruit,veg,per_100g
Orange cream flan,280.28,36.16,4.73,13.59,25.27,0.63,82.41,27.9,0.93,43.79,76.78,Endurance,1,lunch,fruit,veg,per_100g
Fruit puree tart,286.5,30.42,3.35,16.83,9.79,1.31,49.65,19.64,0.63,2.6,6.05,Endurance,1,lunch,fruit,veg,per_100g
Apple banana pie,243.99,32.12,3.13,11.39,12.96,1.89,384.43,21.23,0.79,8.88,31.98,Endurance,1,lunch,fruit,veg,per_100g
Lemon chiffon pie,259.31,27.63,4.88,14.52,11.39,0.66,94.95,34.43,0.61,7.18,51.7,Endurance,0,lunch,cereal,veg,per_100g
Orange chiffon pie,207.57,23.14,3.89,11.16,10.46,0.7,73.23,30.34,0.62,84.88,91.24,Endurance,0,lunch,fruit,veg,per_100g
Cream buns,215.74,14.16,4.45,15.81,5.95,0.31,45.49,45.27,0.5,0.33,9.28,Endurance,0,lunch,fat,veg,per_100g
Savoury puffs,190.79,10.8,9.51,15.24,4.51,0.33,2274.24,68.83,1.19,1.49,15.04,Endurance,0,snack,fat,veg,per_100g
Choux swans,216.34,14.92,4.35,15.6,6.13,0.35,145.08,44.67,0.51,4.27,18.67,Endurance,0,lunch,fat,veg,per_100g
Potato aigrettes,530.03,8.01,2.35,54.24,0.73,0.45,112.45,9.2,0.45,1.16,3.35,Endurance,0,dinner,fat,veg,per_100g
Cream horns,408.23,23.12,3.42,33.55,7.12,0.6,57.11,30.93,0.44,0.5,8.8,Endurance,0,dinner,fat,veg,per_100g
Savoury cheese horns,295.15,21.38,5.66,20.71,2.74,0.73,212.28,121.83,0.63,2.31,8.51,Endurance,0,lunch,dairy,veg,per_100g
Paneer patties,338.58,22.79,7.6,23.96,4.04,1.18,158.44,129.9,0.79,3.3,31.26,Endurance,0,dinner,fat,veg,per_100g
Vegetable patties ,261.92,20.98,4.01,17.74,1.49,2.62,139.52,18.96,0.87,13.92,22.85,Endurance,0,lunch,vegetable,veg,per_100g
Pearl millet infant food (Bajra shishu aahaar),362.44,62.1,11.98,6.62,26.06,7.84,12.67,118.52,5.67,0.0,24.14,Endurance,1,dinner,cereal,veg,per_100g
Sajina,345.26,66.87,10.81,3.03,25.89,7.62,11.7,54.4,5.39,0.0,20.4,Endurance,1,dinner,cereal,veg,per_100g
Cereal mix ,120.81,21.84,3.32,2.02,10.68,2.03,9.29,21.4,1.18,0.62,23.98,Endurance,0,snack,cereal,veg,per_100g
Pulse mix,83.29,16.0,3.16,0.54,6.59,2.25,3.88,14.93,1.29,0.0,24.23,Endurance,0,snack,cereal,veg,per_100g
Shishu ahar,93.37,17.42,2.61,1.43,6.61,1.02,2.68,13.78,1.02,0.0,17.34,Endurance,0,lunch,cereal,veg,per_100g
Cereal pulse mix with amylase rice flour,151.57,27.8,4.27,2.74,8.84,3.47,1.03,12.61,1.19,0.0,18.71,Endurance,0,snack,cereal,veg,per_100g
Banana groundnut paste/puree,213.19,36.15,4.27,5.45,31.67,1.7,16.85,74.93,1.9,3.02,20.9,Endurance,1,lunch,fruit,veg,per_100g
Rice dal porridge (Chawal dal ki khichdi/khichri),383.33,65.04,10.8,8.33,26.54,4.51,12.33,50.46,2.76,0.0,11.87,Endurance,1,lunch,protein,veg,per_100g
Lentils and semolina porridge (Dal suji porridge/daliya),117.29,23.19,3.26,1.06,13.84,1.44,9.64,44.74,1.22,0.8,21.48,Endurance,0,snack,cereal,veg,per_100g
Spinach khichri (Palak khichri/khichdi),102.18,17.35,3.43,1.91,0.21,1.56,69.59,10.43,0.65,3.03,28.15,Endurance,0,snack,vegetable,veg,per_100g
Vegetable mix,174.21,36.02,4.7,0.94,27.36,1.93,34.94,90.06,2.27,8.48,36.84,Endurance,1,snack,vegetable,veg,per_100g
Lentils and wheat porridge (Dal wheat porridge/daliya ),52.54,8.36,2.71,0.94,0.92,1.28,62.79,26.28,0.52,0.6,11.32,Endurance,0,lunch,cereal,veg,per_100g
Maize porridge,89.57,15.64,2.14,1.89,7.69,1.68,5.59,17.02,1.11,3.03,23.98,Endurance,0,lunch,cereal,veg,per_100g
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,13.59,3.36,4.39,11.5,2.07,19.52,40.95,1.61,30.28,164.72,Endurance,0,snack,vegetable,veg,per_100g
Split bengal gram burfi/fudge (Channa dal burfi),287.36,54.63,4.65,7.09,43.38,2.06,2.53,16.44,0.62,0.6,24.28,Endurance,1,lunch,cereal,veg,per_100g
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,39.64,4.29,3.42,30.66,2.56,22.29,54.95,2.16,0.39,10.0,Endurance,1,lunch,cereal,veg,per_100g
Pearl millet mathri (Bajra mathri),785.08,7.42,1.82,83.12,0.16,1.36,33.17,4.63,0.72,0.0,16.09,Endurance,0,dinner,fat,veg,per_100g
Sesame biscuit (Til ke biscuit),424.03,53.65,8.27,19.34,29.73,6.83,182.26,298.06,5.73,0.0,5.46,Endurance,1,dinner,cereal,veg,per_100g
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,8.68,4.05,67.19,0.35,2.65,63.87,20.5,1.38,3.95,38.78,Endurance,0,dinner,fat,veg,per_100g
Poshtik namak paras,613.39,19.52,6.49,56.58,0.87,4.55,44.01,60.74,2.03,0.38,6.09,Endurance,0,dinner,fat,veg,per_100g
Soya chikki,423.7,62.89,7.18,15.51,45.47,3.55,17.24,81.25,4.47,0.0,36.21,Endurance,1,dinner,cereal,veg,per_100g
Besan bathua chilla/cheela,373.82,40.65,11.48,18.57,1.45,7.79,166.36,64.75,2.68,2.05,24.35,Endurance,1,dinner,cereal,veg,per_100g
Wheat flour and nuts ladoos (Atta nuts ladoos),391.9,44.31,9.46,19.19,15.94,7.3,8.07,127.29,4.01,0.0,13.1,Endurance,1,dinner,cereal,veg,per_100g
Gram flour and semolina dhokla (Besan suji dhokla),198.91,25.92,8.52,7.1,2.58,4.59,196.59,66.66,1.6,6.55,76.09,Endurance,0,snack,cereal,veg,per_100g
Atta dal burfi ,298.8,40.64,6.66,12.47,21.08,4.08,3.56,17.07,1.56,0.0,9.07,Endurance,1,lunch,cereal,veg,per_100g
Soya roti,283.96,40.03,9.18,9.23,1.58,8.71,155.93,53.42,3.85,4.04,35.91,Endurance,1,lunch,protein,veg,per_100g
Poshtik khichdi/khichri,93.37,15.64,3.04,1.88,0.26,2.0,41.67,30.41,1.0,25.77,65.43,Endurance,0,snack,cereal,veg,per_100g
Namkeen daliya,295.11,49.32,8.29,7.99,0.82,8.57,149.63,35.98,2.99,6.88,6.32,Endurance,1,lunch,protein,veg,per_100g
Sprouts upma ,316.25,44.96,9.5,10.44,1.67,7.16,147.82,36.78,2.76,0.48,26.63,Endurance,1,breakfast,cereal,veg,per_100g
Semolina idli (Suji/Rava idli),206.39,33.67,9.34,3.47,3.42,5.85,185.02,100.85,2.34,1.61,17.37,Endurance,1,breakfast,cereal,veg,per_100g
Poshtik chilla/cheela,159.53,27.47,4.85,3.04,1.22,4.91,97.18,18.18,2.1,0.58,11.79,Endurance,0,snack,cereal,veg,per_100g
Stuffed bittergourd (dry) (Bharwa karela),217.65,2.49,1.29,22.38,0.07,3.0,519.29,16.72,1.29,43.5,48.09,Endurance,0,lunch,fat,veg,per_100g
Cauliflower potato canjee,16.79,2.63,0.57,0.39,0.13,0.69,35.58,6.78,0.28,15.57,14.43,Endurance,0,lunch,cereal,veg,per_100g
Creamed spinach,96.91,4.44,5.18,6.39,1.59,1.33,156.02,122.3,1.89,62.17,320.46,Endurance,0,snack,vegetable,veg,per_100g
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),68.35,9.18,1.93,2.8,9.11,0.23,16.64,69.36,0.15,16.96,46.37,Endurance,0,beverage,beverage,veg,per_100g
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),68.49,9.33,1.93,2.75,9.2,0.42,16.65,68.78,0.12,18.32,20.84,Endurance,0,beverage,beverage,veg,per_100g
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),67.82,9.15,1.95,2.75,9.0,0.16,16.65,69.8,0.19,20.86,21.34,Endurance,0,beverage,beverage,veg,per_100g
Woodapple juice (Bel ka sharbat),34.18,6.51,0.63,0.7,5.75,1.03,127.45,11.85,0.12,18.36,5.65,Endurance,0,beverage,beverage,veg,per_100g
Sattu drink,23.38,5.16,0.56,0.14,3.96,0.4,12.65,1.59,0.17,0.0,25.48,Endurance,0,beverage,beverage,veg,per_100g
